,c,year,top1_sfiinc,top10_sfiinc,top1_sdiinc,top10_sdiinc,unitlabel,source,method,data_quality,imputation,_ISO3N_,top10_shweal,top1_shweal,top01_shweal,top01_sfiinc,top01_sdiinc,Countrycode,Grosscapitalshare,Netcapitalshare,Top10incomeshare,Top1incomeshare,Top01incomeshare,gdppc,pop,b_crisis,c_crisis,left,right,margtax,GDPpercapita,union,Globalization,nordic,English,ContinentalEuropean,TaxRevenue,Population,HumanCapital,FinancialDevelopment,PublicSpending,Unemp,Unemployment,Taxrev,growth,GDPPCcur,GDPcons,GDPPCcons,system,execrlc,pr,rightwing,majoritarian,epl,uc,TopIncomeTaxRate,leftwing,independenceyear,currencycrises,inflationcrises,stockmarketcrash,domesticsovereigndebtcrisis,externalsovereigndebtcrisis,bankingcrises,yearlycrisistally,crisisB,system_dpi,execrlc_dpi,pluralty_dpi,pr_dpi,cgdppc,rgdpnapc,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,abs_red,abs_red_se,rel_red,rel_red_se,crisisLTEXT,crisisL,id,bankdeposits,smcap,totcap1,cgov,comp_sh,lab_sh1,lab_sh2,lab_sh3,lab_sh4
0,Australia,1910,,,,,,,,,,36,,,,,,,,,,,,,,,,,,0.05,5209.8286,,,0.0,1.0,0.0,,4375.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8117.0,9465.0,,,,,,,,,,,,0.3442792,,,0.0227667,,,,,
1,Australia,1911,,,,,,,,,,36,,,,,,AUS,45.13217778088468,43.43561518610131,,,,5103.777777777778,4500.0,0.0,0.0,1.0,0.0,0.05,5103.7778,,,0.0,1.0,0.0,,4500.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8066.0,9273.0,,,,,,,,,,,,,,,,,,,,
840,Hungary,1980,0.0263,0.1697,0.0217,0.1518,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.004,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11289.0,15345.0,22.2,1.7,41.7,2.3,,,,,"1991, 2008",0.0,Hungary,,,,,0.48218995,0.7183088,0.6536679,0.6215481,0.65283716
841,Hungary,1981,,,0.0216,0.151,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11201.0,15453.0,22.1,1.6,41.7,2.3,,,,,"1991, 2008",0.0,Hungary,,,,,0.4716626,0.7183088,0.6536679,0.6215481,0.64591014
842,Hungary,1982,0.0255,0.1666,0.0214,0.1497,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.0038,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11413.0,16019.0,22.1,1.5,41.7,2.2,,,,,"1991, 2008",0.0,Hungary,,,,,0.47263998,0.7183088,0.6536679,0.6215481,0.6500185
843,Hungary,1983,,,0.0215,0.1448,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11088.0,15878.0,22.1,1.5,41.9,2.2,,,,,"1991, 2008",0.0,Hungary,,,,,0.4754062,0.7183088,0.6536679,0.6215481,0.6481962
844,Hungary,1984,0.0247,0.1529,0.0216,0.1405,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.004,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11135.0,16326.0,22.2,1.4,42.0,2.0,,,,,"1991, 2008",0.0,Hungary,,,,,0.49422628,0.7183088,0.6536679,0.6215481,0.66622984
845,Hungary,1985,,,0.0222,0.1422,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,10937.0,15954.0,22.2,1.3,42.1,1.9,,,,,"1991, 2008",0.0,Hungary,,,,,0.5022143,0.7183088,0.6536679,0.6215481,0.6624305
846,Hungary,1986,0.0264,0.1569,0.0228,0.1438,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.0044,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11494.0,16301.0,22.3,1.2,42.2,1.7,,,,,"1991, 2008",0.0,Hungary,,,,,0.50462437,0.7183088,0.6536679,0.6215481,0.66734046
847,Hungary,1987,,,0.0261,0.1516,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,11954.0,16581.0,22.4,0.9,42.3,1.5,,,,,"1991, 2008",0.0,Hungary,,,,,0.4936704,0.7183088,0.6536679,0.6215481,0.6460607
848,Hungary,1988,0.035,0.177,0.0289,0.1595,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.0069,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assembly-Elected President,Left,1.0,-999.0,12486.0,17108.0,22.6,0.9,42.7,1.3,,,,,"1991, 2008",0.0,Hungary,,,,,0.57253724,0.7183088,0.6536679,0.6215481,0.72157335
849,Hungary,1989,,,0.0345,0.1754,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Assembly-Elected President,Left,1.0,-999.0,12563.0,16797.0,22.9,0.8,43.2,1.3,,,,,"1991, 2008",0.0,Hungary,,,,,0.5952512,0.7183088,0.6536679,0.6215481,0.7349763
850,Hungary,1990,,,0.0399,0.191,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Assembly-Elected President,Left,1.0,-999.0,12097.0,15716.0,24.2,0.9,44.5,1.2,,,,,"1991, 2008",0.0,Hungary,,,,,0.58465344,0.7183088,0.6536679,0.6215481,0.71521765
851,Hungary,1991,,,0.0472,0.207,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,Parliamentary,Right,1.0,1.0,10979.0,13847.0,25.4,0.9,45.9,1.2,,,,,"1991, 2008",1.0,Hungary,,,,,0.5740557,0.7183088,0.6536679,0.6215481,0.695459
852,Hungary,1992,0.0651,0.2562,0.0535,0.2254,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.0153,0.0121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,Parliamentary,Right,1.0,1.0,11092.0,13423.0,26.2,0.8,47.0,1.1,,,,,"1991, 2008",0.0,Hungary,,,,,0.56345785,0.7183088,0.6536679,0.6215481,0.6757004
853,Hungary,1993,0.0685,0.259,0.0547,0.2297,,"[URL][URL_LINK]https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/[/URL_LINK][URL_TEXT]Blanchet, Chancel and Gethin (2020), “Why is Europe less Unequal than the US?”[/URL_TEXT][/URL][URL][URL_LINK]http://wordpress.wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/[/URL_LINK][URL_TEXT] Updated by Morgan and Neef, “Regional DINA update for Europe”(2020))[/URL_TEXT][/URL]","Summary of data construction by year (see source for details): 1980: interpolated survey + concept correction + tax data, 1981: interpolated survey + concept correction + interpolated tax data, 1982: survey + concept correction + tax data, 1983: interpolated survey + concept correction + interpolated tax data, 1984: interpolated survey + concept correction + tax data, 1985: interpolated survey + concept correction + interpolated tax data, 1986: interpolated survey + concept correction + tax data, 1987: survey + concept correction + interpolated tax data, 1988: interpolated survey + concept correction + tax data, 1989-1990: interpolated survey + concept correction + interpolated tax data, 1991: survey + concept correction + interpolated tax data, 1992-1993: interpolated survey + concept correction + tax data, 1994: survey + concept correction + tax data, 1995-1998: interpolated survey + concept correction + tax data, 1999: survey + concept correction + tax data, 2000-2004: interpolated survey + concept correction + tax data, 2005: survey + concept correction + tax data, 2006: interpolated survey + concept correction + tax data, 2007-2008: survey + tax data, 2009-2017: extrapolated distribution using survey data, 2018-2019: extrapolated distribution",3,surveys and tax data,348,,,,0.019,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,Parliamentary,Right,1.0,1.0,11813.0,13357.0,26.6,0.7,47.8,1.0,21.2,1.2,44.4,1.6,"1991, 2008",0.0,Hungary,,,,,0.5528601,0.7183088,0.6536679,0.6215481,0.6559418
